historical_complaint_id,original_text,language,normalized_text_en,category,subcategory,city,ward,created_at,resolved_at,priority_label,actual_resolution_days,resolved_by_officer_id,resolution_summary,similarity_group_id,citizen_feedback_score
H0265,"Citizens reported damaged footpath near school in Ward-15, Puri.",en,"Citizens reported damaged footpath near school in Ward-15, Puri.",roads,damaged footpath,Puri,Ward-15,2025-08-21 06:47:00,2025-08-31 10:47:00,low,10,O039,Temporary patch work completed (low priority case),SIM_ROADS_04,4.9
H0266,"no water supply has affected houses around Ward-27, Cuttack.",en,"no water supply has affected houses around Ward-27, Cuttack.",water,no water supply,Cuttack,Ward-27,2025-11-26 06:29:00,2025-11-27 08:29:00,medium,1,O017,Contamination source flushed (medium priority case),SIM_WATER_02,3.4
H0267,"Citizens reported broken divider near school in Ward-14, Cuttack.",en,"Citizens reported broken divider near school in Ward-14, Cuttack.",roads,broken divider,Cuttack,Ward-14,2025-10-23 05:40:00,2025-11-01 20:40:00,low,9,O023,Divider repaired and marked (low priority case),SIM_ROADS_03,4.3
H0268,"Citizens reported broken divider near school in Ward-27, Cuttack.",en,"Citizens reported broken divider near school in Ward-27, Cuttack.",roads,broken divider,Cuttack,Ward-27,2025-11-04 00:00:00,2025-11-10 16:00:00,low,6,O023,Temporary patch work completed (low priority case),SIM_ROADS_03,3.7
H0269,"bus stop damage at junction in Ward-27, Cuttack.",en,"bus stop damage at junction in Ward-27, Cuttack.",transport,bus stop damage,Cuttack,Ward-27,2025-12-02 21:07:00,2025-12-05 22:07:00,high,3,O032,Parking enforcement team dispatched (high priority case),SIM_TRANSPORT_02,3.7
H0270,Ward-19 इलाके में कम पानी का दबाव पिछले 3 दिन से है।,hi,There is low pressure near Ward-19 in Bhubaneswar since 3 days.,water,low pressure,Bhubaneswar,Ward-19,2025-11-07 08:11:00,2025-11-11 08:11:00,medium,4,O002,Valve adjusted and water supply restored (medium priority case),SIM_WATER_03,4.2
H0271,"Ward-27, Cuttack ରେ ଧୂଆଁର ଅସୁବିଧା ଅଭିଯୋଗ ଅଛି।",or,"smoke nuisance observed in Ward-27, Cuttack.",health,smoke nuisance,Cuttack,Ward-27,2025-11-18 21:38:00,2025-11-23 11:38:00,medium,4,O030,Waste dumping site cleaned (medium priority case),SIM_HEALTH_04,3.6
H0272,"stagnant water observed in Ward-18, Puri.",en,"stagnant water observed in Ward-18, Puri.",health,stagnant water,Puri,Ward-18,2025-09-23 05:36:00,2025-09-25 11:36:00,medium,2,O046,Vector control team sprayed area (medium priority case),SIM_HEALTH_02,3.2
H0273,"Complaint filed for manhole cover broken in Ward-09, Cuttack since 3 days.",en,"Complaint filed for manhole cover broken in Ward-09, Cuttack since 3 days.",drainage,manhole cover broken,Cuttack,Ward-09,2025-11-15 13:44:00,2025-11-20 13:44:00,medium,5,O025,Waterlogging cleared with suction pump (medium priority case),SIM_DRAINAGE_04,3.3
H0274,"Ward-12, Bhubaneswar में ट्रैफिक सिग्नल बंद की समस्या है।",hi,"traffic signal not working at junction in Ward-12, Bhubaneswar.",transport,traffic signal not working,Bhubaneswar,Ward-12,2025-12-03 00:14:00,2025-12-05 16:14:00,high,2,O015,Bus stop maintenance request completed (high priority case),SIM_TRANSPORT_01,4.3
H0275,सड़क खराब के कारण लोगों को दिक्कत हो रही है।,hi,"road damage on main road of Ward-18, Puri.",roads,road damage,Puri,Ward-18,2025-08-01 21:57:00,2025-08-14 08:57:00,low,12,O040,Divider repaired and marked (low priority case),SIM_ROADS_02,3.2
H0276,मच्छरों का प्रकोप के कारण स्वास्थ्य जोखिम है।,hi,"mosquito breeding observed in Ward-14, Cuttack.",health,mosquito breeding,Cuttack,Ward-14,2025-09-15 18:05:00,2025-09-18 11:05:00,medium,2,O030,Waste dumping site cleaned (medium priority case),SIM_HEALTH_01,3.8
H0277,Ward-07 क्षेत्र में बिजली गुल पिछले 2 दिन से है।,hi,"power outage reported in Ward-07, Sambalpur for 2 days.",electricity,power outage,Sambalpur,Ward-07,2025-12-10 04:12:00,2025-12-14 20:12:00,low,4,O051,Transformer maintenance completed (low priority case),SIM_ELECTRICITY_01,3.7
H0278,"sewer overflow near Ward-05, Bhubaneswar after rain.",en,"sewer overflow near Ward-05, Bhubaneswar after rain.",drainage,sewer overflow,Bhubaneswar,Ward-05,2025-09-16 18:40:00,2025-09-19 19:40:00,high,3,O010,Drain cleaned and flow restored (high priority case),SIM_DRAINAGE_03,4.0
H0279,"Ward-03, Cuttack में गंदा पानी की समस्या है।",hi,There is contaminated water near Ward-03 in Cuttack since 2 days.,water,contaminated water,Cuttack,Ward-03,2025-08-10 18:07:00,2025-08-14 06:07:00,low,3,O018,Leak isolated and repaired (low priority case),SIM_WATER_04,3.2
H0280,"fallen tree creating danger in Ward-03, Cuttack.",en,"fallen tree creating danger in Ward-03, Cuttack.",public_safety,fallen tree,Cuttack,Ward-03,2025-11-12 21:04:00,2025-11-14 07:04:00,medium,1,O028,Emergency crew resolved unsafe condition (medium priority case),SIM_PUBLIC_SAFETY_01,3.8
H0281,"Ward-27, Cuttack में खराब फुटपाथ की मरम्मत चाहिए।",hi,"damaged footpath on main road of Ward-27, Cuttack.",roads,damaged footpath,Cuttack,Ward-27,2025-11-18 04:17:00,2025-11-26 12:17:00,medium,8,O023,Work order raised for full resurfacing (medium priority case),SIM_ROADS_04,3.9
H0282,"Ward-06, Puri ରେ ମଶା ବଢ଼ୁଛି ଅଭିଯୋଗ ଅଛି।",or,"mosquito breeding observed in Ward-06, Puri.",health,mosquito breeding,Puri,Ward-06,2025-11-11 03:08:00,2025-11-18 14:08:00,low,7,O046,Waste dumping site cleaned (low priority case),SIM_HEALTH_01,4.6
H0283,"Transport complaint: traffic signal not working near bus stand in Ward-16, Sambalpur.",en,"Transport complaint: traffic signal not working near bus stand in Ward-16, Sambalpur.",transport,traffic signal not working,Sambalpur,Ward-16,2025-08-05 06:25:00,2025-08-09 22:25:00,medium,4,O063,Parking enforcement team dispatched (medium priority case),SIM_TRANSPORT_01,3.5
H0284,"damaged footpath on main road of Ward-09, Cuttack.",en,"damaged footpath on main road of Ward-09, Cuttack.",roads,damaged footpath,Cuttack,Ward-09,2025-12-01 09:59:00,2025-12-09 14:59:00,low,8,O024,Work order raised for full resurfacing (low priority case),SIM_ROADS_04,4.8
H0285,"power outage reported in Ward-16, Sambalpur for 2 hours.",en,"power outage reported in Ward-16, Sambalpur for 2 hours.",electricity,power outage,Sambalpur,Ward-16,2025-08-14 18:38:00,2025-08-15 23:38:00,high,1,O051,Street light circuit replaced (high priority case),SIM_ELECTRICITY_01,3.2
H0286,"Citizens reported broken divider near school in Ward-20, Sambalpur.",en,"Citizens reported broken divider near school in Ward-20, Sambalpur.",roads,broken divider,Sambalpur,Ward-20,2025-08-22 01:12:00,2025-08-29 07:12:00,medium,7,O056,Temporary patch work completed (medium priority case),SIM_ROADS_03,4.8
H0287,Ward-10 ଅଞ୍ଚଳରେ ନାଳା ଜାମ୍ ସମସ୍ୟା ହେଉଛି।,or,"blocked drain near Ward-10, Puri after rain.",drainage,blocked drain,Puri,Ward-10,2025-10-07 21:18:00,2025-10-11 13:18:00,low,3,O042,Drain cleaned and flow restored (low priority case),SIM_DRAINAGE_01,3.9
H0288,There is contaminated water near Ward-06 in Puri since 1 week.,en,There is contaminated water near Ward-06 in Puri since 1 week.,water,contaminated water,Puri,Ward-06,2025-10-20 15:34:00,2025-10-25 18:34:00,medium,5,O033,Valve adjusted and water supply restored (medium priority case),SIM_WATER_04,4.5
H0289,"Complaint about garbage not collected near apartment block in Ward-07, Sambalpur.",en,"Complaint about garbage not collected near apartment block in Ward-07, Sambalpur.",sanitation,garbage not collected,Sambalpur,Ward-07,2025-09-01 12:06:00,2025-09-05 18:06:00,medium,4,O054,Sanitation team dispatched (medium priority case),SIM_SANITATION_01,4.9
H0290,"Ward-20, Sambalpur ରେ ମରା ପଶୁ ଉଠାଯାଇନି ସମସ୍ୟା ଅଛି।",or,"dead animal pickup in Ward-20, Sambalpur for the last 2 days.",sanitation,dead animal pickup,Sambalpur,Ward-20,2025-12-27 06:52:00,2025-12-30 13:52:00,low,3,O054,Garbage removed and area cleaned (low priority case),SIM_SANITATION_03,4.7
H0291,"Public safety complaint: fallen tree in Ward-21, Cuttack.",en,"Public safety complaint: fallen tree in Ward-21, Cuttack.",public_safety,fallen tree,Cuttack,Ward-21,2025-12-13 10:44:00,2025-12-17 04:44:00,medium,3,O028,Temporary barricading installed (medium priority case),SIM_PUBLIC_SAFETY_01,4.3
H0292,"Ward-16, Sambalpur में चिंगारी वाली तार की शिकायत है।",hi,"sparking wire reported in Ward-16, Sambalpur for 2 hours.",electricity,sparking wire,Sambalpur,Ward-16,2025-10-28 19:49:00,2025-10-30 23:49:00,medium,2,O052,Street light circuit replaced (medium priority case),SIM_ELECTRICITY_04,4.5
H0293,"overflowing bin in Ward-04, Sambalpur for the last 5 hours.",en,"overflowing bin in Ward-04, Sambalpur for the last 5 hours.",sanitation,overflowing bin,Sambalpur,Ward-04,2025-10-07 12:43:00,2025-10-10 23:43:00,medium,3,O054,Bin cleared and collection schedule updated (medium priority case),SIM_SANITATION_02,4.1
H0294,Ward-11 क्षेत्र में चिंगारी वाली तार पिछले 5 घंटे से है।,hi,"sparking wire reported in Ward-11, Sambalpur for 5 hours.",electricity,sparking wire,Sambalpur,Ward-11,2025-11-06 18:08:00,2025-11-09 04:08:00,medium,2,O051,Street light circuit replaced (medium priority case),SIM_ELECTRICITY_04,4.5
H0295,Ward-05 इलाके में मैनहोल का ढक्कन टूटा की समस्या है।,hi,"manhole cover broken near Ward-05, Bhubaneswar after rain.",drainage,manhole cover broken,Bhubaneswar,Ward-05,2025-08-07 19:54:00,2025-08-10 05:54:00,medium,2,O009,Manhole cover replaced (medium priority case),SIM_DRAINAGE_04,4.4
H0296,"Health-related complaint about illegal dumping in Ward-27, Cuttack.",en,"Health-related complaint about illegal dumping in Ward-27, Cuttack.",health,illegal dumping,Cuttack,Ward-27,2025-11-13 10:32:00,2025-11-18 03:32:00,medium,4,O030,Vector control team sprayed area (medium priority case),SIM_HEALTH_03,4.3
H0297,ଅସୁରକ୍ଷିତ ନିର୍ମାଣ ଅବଶିଷ୍ଟ ପାଇଁ ତୁରନ୍ତ କାର୍ଯ୍ୟାନୁଷ୍ଠାନ ଦରକାର।,or,"unsafe construction debris creating danger in Ward-15, Puri.",public_safety,unsafe construction debris,Puri,Ward-15,2025-08-31 22:15:00,2025-09-02 15:15:00,medium,1,O044,Emergency crew resolved unsafe condition (medium priority case),SIM_PUBLIC_SAFETY_04,3.8
H0298,"Complaint about unclean public toilet near apartment block in Ward-03, Cuttack.",en,"Complaint about unclean public toilet near apartment block in Ward-03, Cuttack.",sanitation,unclean public toilet,Cuttack,Ward-03,2025-10-19 02:31:00,2025-10-24 19:31:00,low,5,O021,Bin cleared and collection schedule updated (low priority case),SIM_SANITATION_04,4.1
H0299,"Citizens reported bus stop damage in Ward-07, Sambalpur.",en,"Citizens reported bus stop damage in Ward-07, Sambalpur.",transport,bus stop damage,Sambalpur,Ward-07,2025-12-14 07:41:00,2025-12-17 00:41:00,medium,2,O064,Parking enforcement team dispatched (medium priority case),SIM_TRANSPORT_02,4.0
H0300,"Complaint about dead animal pickup near apartment block in Ward-07, Sambalpur.",en,"Complaint about dead animal pickup near apartment block in Ward-07, Sambalpur.",sanitation,dead animal pickup,Sambalpur,Ward-07,2025-12-27 11:23:00,2025-12-31 23:23:00,medium,4,O053,Sanitation team dispatched (medium priority case),SIM_SANITATION_03,4.2
H0301,"Residents in Ward-04, Sambalpur are facing pipeline leakage for 1 day.",en,"Residents in Ward-04, Sambalpur are facing pipeline leakage for 1 day.",water,pipeline leakage,Sambalpur,Ward-04,2025-09-16 04:16:00,2025-09-21 09:16:00,low,5,O049,Valve adjusted and water supply restored (low priority case),SIM_WATER_01,3.9
H0302,टूटा डिवाइडर के कारण लोगों को दिक्कत हो रही है।,hi,"broken divider on main road of Ward-07, Sambalpur.",roads,broken divider,Sambalpur,Ward-07,2025-11-26 00:34:00,2025-11-29 18:34:00,high,3,O055,Work order raised for full resurfacing (high priority case),SIM_ROADS_03,4.7
H0303,"pothole on main road of Ward-27, Cuttack.",en,"pothole on main road of Ward-27, Cuttack.",roads,pothole,Cuttack,Ward-27,2025-12-09 08:21:00,2025-12-12 23:21:00,high,3,O023,Work order raised for full resurfacing (high priority case),SIM_ROADS_01,3.8
H0304,रुका हुआ पानी के कारण स्वास्थ्य जोखिम है।,hi,"stagnant water observed in Ward-27, Cuttack.",health,stagnant water,Cuttack,Ward-27,2025-10-26 11:06:00,2025-10-28 04:06:00,medium,1,O030,Stagnant water removed (medium priority case),SIM_HEALTH_02,3.7
H0305,"sewer overflow near Ward-16, Sambalpur after rain.",en,"sewer overflow near Ward-16, Sambalpur after rain.",drainage,sewer overflow,Sambalpur,Ward-16,2025-09-19 09:52:00,2025-09-22 17:52:00,high,3,O058,Drain cleaned and flow restored (high priority case),SIM_DRAINAGE_03,3.4
H0306,"Ward-01, Bhubaneswar में चिंगारी वाली तार की शिकायत है।",hi,"sparking wire reported in Ward-01, Bhubaneswar for 2 days.",electricity,sparking wire,Bhubaneswar,Ward-01,2025-11-08 16:15:00,2025-11-11 00:15:00,high,2,O003,Line fault repaired and supply restored (high priority case),SIM_ELECTRICITY_04,4.7
H0307,"There is mosquito breeding near residential area in Ward-14, Cuttack.",en,"There is mosquito breeding near residential area in Ward-14, Cuttack.",health,mosquito breeding,Cuttack,Ward-14,2025-09-07 08:46:00,2025-09-10 13:46:00,medium,3,O030,Waste dumping site cleaned (medium priority case),SIM_HEALTH_01,4.8
H0308,"traffic signal not working at junction in Ward-20, Sambalpur.",en,"traffic signal not working at junction in Ward-20, Sambalpur.",transport,traffic signal not working,Sambalpur,Ward-20,2025-08-04 02:39:00,2025-08-06 10:39:00,medium,2,O064,Parking enforcement team dispatched (medium priority case),SIM_TRANSPORT_01,4.7
H0309,Bhubaneswar ର Ward-01 ରେ ନାଳା ଜାମ୍ ହେଉଛି।,or,"blocked drain near Ward-01, Bhubaneswar after rain.",drainage,blocked drain,Bhubaneswar,Ward-01,2025-10-30 16:07:00,2025-11-03 10:07:00,high,3,O010,Manhole cover replaced (high priority case),SIM_DRAINAGE_01,3.1
H0310,"Citizens reported road signage missing in Ward-03, Cuttack.",en,"Citizens reported road signage missing in Ward-03, Cuttack.",transport,road signage missing,Cuttack,Ward-03,2025-08-29 03:56:00,2025-08-31 07:56:00,high,2,O032,Parking enforcement team dispatched (high priority case),SIM_TRANSPORT_03,4.6
H0311,ଅବୈଧ ଫେଙ୍କାବାଡ଼ି ଯୋଗୁଁ ସ୍ୱାସ୍ଥ୍ୟ ଝୁମ୍କି ରହିଛି।,or,"illegal dumping observed in Ward-04, Sambalpur.",health,illegal dumping,Sambalpur,Ward-04,2025-12-26 14:10:00,2025-12-30 18:10:00,medium,4,O062,Waste dumping site cleaned (medium priority case),SIM_HEALTH_03,3.7
H0312,Ward-18 ଅଞ୍ଚଳରେ ସିୱର ଓଭରଫ୍ଲୋ ସମସ୍ୟା ହେଉଛି।,or,"sewer overflow near Ward-18, Puri after rain.",drainage,sewer overflow,Puri,Ward-18,2025-12-23 00:39:00,2025-12-27 09:39:00,medium,4,O042,Manhole cover replaced (medium priority case),SIM_DRAINAGE_03,3.3
H0313,"People in Ward-12, Bhubaneswar are facing transformer issue since 5 hours.",en,"People in Ward-12, Bhubaneswar are facing transformer issue since 5 hours.",electricity,transformer issue,Bhubaneswar,Ward-12,2025-08-08 16:09:00,2025-08-12 01:09:00,low,3,O003,Transformer maintenance completed (low priority case),SIM_ELECTRICITY_03,3.5
H0314,"Ward-09, Cuttack में स्ट्रीट लाइट खराब की शिकायत है।",hi,"street light failure reported in Ward-09, Cuttack for 2 hours.",electricity,street light failure,Cuttack,Ward-09,2025-09-25 16:21:00,2025-09-27 07:21:00,medium,1,O020,Transformer maintenance completed (medium priority case),SIM_ELECTRICITY_02,3.4
H0315,"Complaint about dead animal pickup near apartment block in Ward-04, Sambalpur.",en,"Complaint about dead animal pickup near apartment block in Ward-04, Sambalpur.",sanitation,dead animal pickup,Sambalpur,Ward-04,2025-12-01 16:31:00,2025-12-05 20:31:00,low,4,O054,Sanitation team dispatched (low priority case),SIM_SANITATION_03,5.0
H0316,ଧୂଆଁର ଅସୁବିଧା ଯୋଗୁଁ ସ୍ୱାସ୍ଥ୍ୟ ଝୁମ୍କି ରହିଛି।,or,"smoke nuisance observed in Ward-21, Cuttack.",health,smoke nuisance,Cuttack,Ward-21,2025-12-23 18:32:00,2025-12-24 23:32:00,medium,1,O029,Stagnant water removed (medium priority case),SIM_HEALTH_04,3.4
H0317,"Ward-05, Bhubaneswar ରେ ଗଡ଼ଢା ମରାମତି ଦରକାର।",or,"pothole on main road of Ward-05, Bhubaneswar.",roads,pothole,Bhubaneswar,Ward-05,2025-09-04 12:38:00,2025-09-07 16:38:00,high,3,O007,Divider repaired and marked (high priority case),SIM_ROADS_01,3.6
H0318,"pipeline leakage has affected houses around Ward-12, Bhubaneswar.",en,"pipeline leakage has affected houses around Ward-12, Bhubaneswar.",water,pipeline leakage,Bhubaneswar,Ward-12,2025-08-28 16:13:00,2025-08-31 09:13:00,high,2,O002,Valve adjusted and water supply restored (high priority case),SIM_WATER_01,3.0
H0319,ट्रैफिक सिग्नल बंद के कारण यातायात प्रभावित है।,hi,"traffic signal not working at junction in Ward-21, Cuttack.",transport,traffic signal not working,Cuttack,Ward-21,2025-09-25 03:16:00,2025-09-26 14:16:00,high,1,O031,Bus stop maintenance request completed (high priority case),SIM_TRANSPORT_01,3.3
H0320,"Ward-14, Cuttack में पानी की सप्लाई बंद की समस्या है।",hi,There is no water supply near Ward-14 in Cuttack since 2 hours.,water,no water supply,Cuttack,Ward-14,2025-11-21 14:35:00,2025-11-26 21:35:00,medium,5,O018,Valve adjusted and water supply restored (medium priority case),SIM_WATER_02,3.1
H0321,"Transport complaint: illegal parking near bus stand in Ward-03, Cuttack.",en,"Transport complaint: illegal parking near bus stand in Ward-03, Cuttack.",transport,illegal parking,Cuttack,Ward-03,2025-12-01 18:46:00,2025-12-04 00:46:00,medium,2,O031,Parking enforcement team dispatched (medium priority case),SIM_TRANSPORT_04,4.2
H0322,"no water supply has affected houses around Ward-14, Cuttack.",en,"no water supply has affected houses around Ward-14, Cuttack.",water,no water supply,Cuttack,Ward-14,2025-08-18 13:46:00,2025-08-24 02:46:00,medium,5,O017,Contamination source flushed (medium priority case),SIM_WATER_02,4.7
H0323,"Complaint filed for waterlogging in Ward-05, Bhubaneswar since 5 hours.",en,"Complaint filed for waterlogging in Ward-05, Bhubaneswar since 5 hours.",drainage,waterlogging,Bhubaneswar,Ward-05,2025-09-12 02:50:00,2025-09-15 20:50:00,high,3,O010,Drain cleaned and flow restored (high priority case),SIM_DRAINAGE_02,3.6
H0324,"blocked drain near Ward-15, Puri after rain.",en,"blocked drain near Ward-15, Puri after rain.",drainage,blocked drain,Puri,Ward-15,2025-10-07 11:18:00,2025-10-09 18:18:00,medium,2,O042,Manhole cover replaced (medium priority case),SIM_DRAINAGE_01,3.7
H0325,"traffic signal not working at junction in Ward-18, Puri.",en,"traffic signal not working at junction in Ward-18, Puri.",transport,traffic signal not working,Puri,Ward-18,2025-08-31 03:28:00,2025-09-01 05:28:00,medium,1,O048,Signal repaired and restarted (medium priority case),SIM_TRANSPORT_01,3.7
H0326,"bus stop damage at junction in Ward-04, Sambalpur.",en,"bus stop damage at junction in Ward-04, Sambalpur.",transport,bus stop damage,Sambalpur,Ward-04,2025-11-08 06:35:00,2025-11-13 22:35:00,low,5,O064,Signal repaired and restarted (low priority case),SIM_TRANSPORT_02,3.3
H0327,ଅସ୍ଵଚ୍ଛ ସାର୍ବଜନିକ ଶୌଚାଳୟ ପାଇଁ Ward-08 ଅଞ୍ଚଳରେ ଅସୁବିଧା ହେଉଛି।,or,"unclean public toilet in Ward-08, Bhubaneswar for the last 1 week.",sanitation,unclean public toilet,Bhubaneswar,Ward-08,2025-08-07 19:56:00,2025-08-10 20:56:00,low,3,O005,Sanitation team dispatched (low priority case),SIM_SANITATION_04,4.0
H0328,बस स्टॉप खराब के कारण यातायात प्रभावित है।,hi,"bus stop damage at junction in Ward-11, Sambalpur.",transport,bus stop damage,Sambalpur,Ward-11,2025-10-01 08:11:00,2025-10-07 15:11:00,medium,6,O064,Signal repaired and restarted (medium priority case),SIM_TRANSPORT_02,4.6
H0329,"Citizens reported broken divider near school in Ward-01, Bhubaneswar.",en,"Citizens reported broken divider near school in Ward-01, Bhubaneswar.",roads,broken divider,Bhubaneswar,Ward-01,2025-11-07 02:54:00,2025-11-19 20:54:00,low,12,O007,Temporary patch work completed (low priority case),SIM_ROADS_03,3.9
H0330,"garbage not collected in Ward-06, Puri for the last 5 hours.",en,"garbage not collected in Ward-06, Puri for the last 5 hours.",sanitation,garbage not collected,Puri,Ward-06,2025-12-07 06:22:00,2025-12-11 06:22:00,medium,4,O037,Bin cleared and collection schedule updated (medium priority case),SIM_SANITATION_01,3.4
H0331,"Citizens reported road damage near school in Ward-02, Puri.",en,"Citizens reported road damage near school in Ward-02, Puri.",roads,road damage,Puri,Ward-02,2025-09-06 06:43:00,2025-09-11 00:43:00,medium,4,O040,Temporary patch work completed (medium priority case),SIM_ROADS_02,4.2
H0332,कचरा नहीं उठाया गया के कारण Ward-12 क्षेत्र में परेशानी है।,hi,"garbage not collected in Ward-12, Bhubaneswar for the last 5 hours.",sanitation,garbage not collected,Bhubaneswar,Ward-12,2025-08-28 05:07:00,2025-08-31 19:07:00,low,3,O005,Bin cleared and collection schedule updated (low priority case),SIM_SANITATION_01,4.5
H0333,"pipeline leakage has affected houses around Ward-03, Cuttack.",en,"pipeline leakage has affected houses around Ward-03, Cuttack.",water,pipeline leakage,Cuttack,Ward-03,2025-08-08 12:07:00,2025-08-11 13:07:00,medium,3,O017,Leak isolated and repaired (medium priority case),SIM_WATER_01,4.4
H0334,"road damage on main road of Ward-07, Sambalpur.",en,"road damage on main road of Ward-07, Sambalpur.",roads,road damage,Sambalpur,Ward-07,2025-09-27 22:13:00,2025-10-05 15:13:00,medium,7,O056,Divider repaired and marked (medium priority case),SIM_ROADS_02,3.4
H0335,"People in Ward-06, Puri are facing transformer issue since 2 hours.",en,"People in Ward-06, Puri are facing transformer issue since 2 hours.",electricity,transformer issue,Puri,Ward-06,2025-11-16 02:33:00,2025-11-18 06:33:00,high,2,O035,Line fault repaired and supply restored (high priority case),SIM_ELECTRICITY_03,4.2
H0336,"dead animal pickup in Ward-06, Puri for the last 5 hours.",en,"dead animal pickup in Ward-06, Puri for the last 5 hours.",sanitation,dead animal pickup,Puri,Ward-06,2025-09-30 02:46:00,2025-10-02 14:46:00,high,2,O037,Sanitation team dispatched (high priority case),SIM_SANITATION_03,4.5
H0337,"broken divider on main road of Ward-19, Bhubaneswar.",en,"broken divider on main road of Ward-19, Bhubaneswar.",roads,broken divider,Bhubaneswar,Ward-19,2025-09-09 10:29:00,2025-09-13 13:29:00,medium,4,O007,Work order raised for full resurfacing (medium priority case),SIM_ROADS_03,3.4
H0338,"stray dog issue creating danger in Ward-18, Puri.",en,"stray dog issue creating danger in Ward-18, Puri.",public_safety,stray dog issue,Puri,Ward-18,2025-09-14 15:04:00,2025-09-16 19:04:00,medium,2,O043,Hazard removed and area secured (medium priority case),SIM_PUBLIC_SAFETY_03,5.0
H0339,गैरकानूनी कचरा फेंकना के कारण स्वास्थ्य जोखिम है।,hi,"illegal dumping observed in Ward-01, Bhubaneswar.",health,illegal dumping,Bhubaneswar,Ward-01,2025-08-11 16:10:00,2025-08-15 17:10:00,medium,4,O014,Waste dumping site cleaned (medium priority case),SIM_HEALTH_03,4.4
H0340,"There is mosquito breeding near residential area in Ward-12, Bhubaneswar.",en,"There is mosquito breeding near residential area in Ward-12, Bhubaneswar.",health,mosquito breeding,Bhubaneswar,Ward-12,2025-11-20 07:57:00,2025-11-23 10:57:00,high,3,O014,Stagnant water removed (high priority case),SIM_HEALTH_01,3.5
H0341,"Residents in Ward-09, Cuttack are facing low pressure for 5 hours.",en,"Residents in Ward-09, Cuttack are facing low pressure for 5 hours.",water,low pressure,Cuttack,Ward-09,2025-10-09 14:31:00,2025-10-12 08:31:00,high,2,O017,Valve adjusted and water supply restored (high priority case),SIM_WATER_03,3.7
H0342,Ward-10 क्षेत्र में चिंगारी वाली तार पिछले 1 हफ्ते से है।,hi,"sparking wire reported in Ward-10, Puri for 1 week.",electricity,sparking wire,Puri,Ward-10,2025-12-23 07:11:00,2025-12-25 14:11:00,medium,2,O036,Street light circuit replaced (medium priority case),SIM_ELECTRICITY_04,4.7
H0343,"manhole cover broken near Ward-21, Cuttack after rain.",en,"manhole cover broken near Ward-21, Cuttack after rain.",drainage,manhole cover broken,Cuttack,Ward-21,2025-12-15 10:50:00,2025-12-17 02:50:00,high,1,O025,Drain cleaned and flow restored (high priority case),SIM_DRAINAGE_04,3.4
H0344,"damaged footpath on main road of Ward-04, Sambalpur.",en,"damaged footpath on main road of Ward-04, Sambalpur.",roads,damaged footpath,Sambalpur,Ward-04,2025-08-29 00:27:00,2025-09-07 16:27:00,low,9,O055,Divider repaired and marked (low priority case),SIM_ROADS_04,3.0
H0345,"Public safety complaint: fallen tree in Ward-12, Bhubaneswar.",en,"Public safety complaint: fallen tree in Ward-12, Bhubaneswar.",public_safety,fallen tree,Bhubaneswar,Ward-12,2025-10-19 11:05:00,2025-10-21 17:05:00,high,2,O011,Hazard removed and area secured (high priority case),SIM_PUBLIC_SAFETY_01,3.8
H0346,ନଷ୍ଟ ଫୁଟପାଥ ଯୋଗୁଁ ଲୋକମାନେ ଅସୁବିଧାରେ ଅଛନ୍ତି।,or,"damaged footpath on main road of Ward-01, Bhubaneswar.",roads,damaged footpath,Bhubaneswar,Ward-01,2025-10-02 00:33:00,2025-10-08 08:33:00,medium,6,O007,Work order raised for full resurfacing (medium priority case),SIM_ROADS_04,3.4
H0347,"Please address overflowing bin in Ward-04, Sambalpur.",en,"Please address overflowing bin in Ward-04, Sambalpur.",sanitation,overflowing bin,Sambalpur,Ward-04,2025-10-31 02:55:00,2025-11-03 18:55:00,medium,3,O053,Bin cleared and collection schedule updated (medium priority case),SIM_SANITATION_02,3.9
H0348,"Complaint filed for blocked drain in Ward-16, Sambalpur since 2 hours.",en,"Complaint filed for blocked drain in Ward-16, Sambalpur since 2 hours.",drainage,blocked drain,Sambalpur,Ward-16,2025-11-23 21:51:00,2025-11-27 03:51:00,medium,3,O058,Waterlogging cleared with suction pump (medium priority case),SIM_DRAINAGE_01,3.3
H0349,"Complaint filed for manhole cover broken in Ward-16, Sambalpur since 5 hours.",en,"Complaint filed for manhole cover broken in Ward-16, Sambalpur since 5 hours.",drainage,manhole cover broken,Sambalpur,Ward-16,2025-09-11 10:53:00,2025-09-14 14:53:00,high,3,O057,Waterlogging cleared with suction pump (high priority case),SIM_DRAINAGE_04,3.0
H0350,"manhole cover broken near Ward-12, Bhubaneswar after rain.",en,"manhole cover broken near Ward-12, Bhubaneswar after rain.",drainage,manhole cover broken,Bhubaneswar,Ward-12,2025-11-09 22:01:00,2025-11-13 00:01:00,high,3,O010,Drain cleaned and flow restored (high priority case),SIM_DRAINAGE_04,3.9
H0351,"road signage missing at junction in Ward-04, Sambalpur.",en,"road signage missing at junction in Ward-04, Sambalpur.",transport,road signage missing,Sambalpur,Ward-04,2025-09-10 15:34:00,2025-09-17 08:34:00,medium,6,O064,Parking enforcement team dispatched (medium priority case),SIM_TRANSPORT_03,4.1
