complaint_id,input_type,original_text,language,normalized_text_en,category,subcategory,city,ward,created_at,priority_label,eta_days_label,assigned_officer_id,assigned_department,citizen_sentiment_score,attachments_count,status
C0562,text,"Need urgent repair for pothole in Ward-27, Cuttack.",en,"Need urgent repair for pothole in Ward-27, Cuttack.",roads,pothole,Cuttack,Ward-27,2026-01-08 10:45:00,medium,6,O024,Roads & Works,0.76,2,submitted
C0563,video,"Ward-08, Bhubaneswar ରେ ପାଣି ଯୋଗାଣ ବନ୍ଦ ସମସ୍ୟା ହେଉଛି।",or,There is no water supply near Ward-08 in Bhubaneswar since 1 day.,water,no water supply,Bhubaneswar,Ward-08,2026-03-16 09:49:00,high,3,O001,Water Supply,0.78,2,resolved
C0564,video,"Transport complaint: road signage missing near bus stand in Ward-09, Cuttack.",en,"Transport complaint: road signage missing near bus stand in Ward-09, Cuttack.",transport,road signage missing,Cuttack,Ward-09,2026-02-08 09:14:00,medium,3,O032,Traffic & Transport,0.54,3,submitted
C0565,text,"bus stop damage at junction in Ward-09, Cuttack.",en,"bus stop damage at junction in Ward-09, Cuttack.",transport,bus stop damage,Cuttack,Ward-09,2026-01-15 05:56:00,medium,3,O031,Traffic & Transport,0.74,1,submitted
C0566,text,"Ward-21, Cuttack ରେ ଟ୍ରାଫିକ୍ ସିଗ୍ନାଲ୍ ବନ୍ଦ ସମସ୍ୟା ଅଛି।",or,"traffic signal not working at junction in Ward-21, Cuttack.",transport,traffic signal not working,Cuttack,Ward-21,2026-02-03 02:01:00,high,2,O031,Traffic & Transport,0.8,0,submitted
C0567,video,"People are suffering due to blocked drain in Ward-05, Bhubaneswar.",en,"People are suffering due to blocked drain in Ward-05, Bhubaneswar.",drainage,blocked drain,Bhubaneswar,Ward-05,2026-01-18 14:08:00,medium,2,O010,Drainage,0.64,1,submitted
C0568,text,"garbage not collected in Ward-07, Sambalpur for the last 1 week.",en,"garbage not collected in Ward-07, Sambalpur for the last 1 week.",sanitation,garbage not collected,Sambalpur,Ward-07,2026-03-12 17:02:00,medium,2,O053,Sanitation,0.43,3,submitted
C0569,audio,"contaminated water has affected houses around Ward-09, Cuttack.",en,"contaminated water has affected houses around Ward-09, Cuttack.",water,contaminated water,Cuttack,Ward-09,2026-03-17 08:43:00,medium,3,O018,Water Supply,0.89,1,in_progress
C0570,audio,"broken divider on main road of Ward-01, Bhubaneswar.",en,"broken divider on main road of Ward-01, Bhubaneswar.",roads,broken divider,Bhubaneswar,Ward-01,2026-01-08 13:57:00,medium,6,O007,Roads & Works,0.32,2,in_progress
C0571,text,"Please address dead animal pickup in Ward-11, Sambalpur.",en,"Please address dead animal pickup in Ward-11, Sambalpur.",sanitation,dead animal pickup,Sambalpur,Ward-11,2026-01-23 23:51:00,medium,3,O054,Sanitation,0.82,2,in_progress
C0572,text,"Immediate action needed for unsafe construction debris near Ward-09, Cuttack.",en,"Immediate action needed for unsafe construction debris near Ward-09, Cuttack.",public_safety,unsafe construction debris,Cuttack,Ward-09,2026-02-06 19:46:00,medium,1,O028,Public Safety,0.27,2,in_progress
C0573,text,"unsafe construction debris creating danger in Ward-15, Puri.",en,"unsafe construction debris creating danger in Ward-15, Puri.",public_safety,unsafe construction debris,Puri,Ward-15,2026-02-26 03:58:00,low,4,O044,Public Safety,0.53,3,in_progress
C0574,text,"smoke nuisance observed in Ward-03, Cuttack.",en,"smoke nuisance observed in Ward-03, Cuttack.",health,smoke nuisance,Cuttack,Ward-03,2026-01-01 13:13:00,low,3,O029,Public Health,0.64,1,submitted
C0575,text,"Public safety complaint: stray dog issue in Ward-06, Puri.",en,"Public safety complaint: stray dog issue in Ward-06, Puri.",public_safety,stray dog issue,Puri,Ward-06,2026-01-20 11:03:00,medium,1,O044,Public Safety,0.29,1,submitted
C0576,text,"Ward-08, Bhubaneswar में मच्छरों का प्रकोप की शिकायत है।",hi,"mosquito breeding observed in Ward-08, Bhubaneswar.",health,mosquito breeding,Bhubaneswar,Ward-08,2026-03-13 19:38:00,medium,5,O013,Public Health,0.31,1,submitted
C0577,text,"Ward-07, Sambalpur ରେ ଅସ୍ଵଚ୍ଛ ସାର୍ବଜନିକ ଶୌଚାଳୟ ସମସ୍ୟା ଅଛି।",or,"unclean public toilet in Ward-07, Sambalpur for the last 5 hours.",sanitation,unclean public toilet,Sambalpur,Ward-07,2026-01-30 02:28:00,low,3,O054,Sanitation,0.29,0,in_progress
C0578,text,"Please address unclean public toilet in Ward-03, Cuttack.",en,"Please address unclean public toilet in Ward-03, Cuttack.",sanitation,unclean public toilet,Cuttack,Ward-03,2026-01-23 08:58:00,low,5,O022,Sanitation,0.44,1,submitted
C0579,audio,"Health-related complaint about stagnant water in Ward-05, Bhubaneswar.",en,"Health-related complaint about stagnant water in Ward-05, Bhubaneswar.",health,stagnant water,Bhubaneswar,Ward-05,2026-03-12 12:47:00,high,1,O014,Public Health,0.86,4,in_progress
C0580,text,"There is mosquito breeding near residential area in Ward-07, Sambalpur.",en,"There is mosquito breeding near residential area in Ward-07, Sambalpur.",health,mosquito breeding,Sambalpur,Ward-07,2026-02-01 06:38:00,medium,1,O062,Public Health,0.39,0,submitted
C0581,text,Bhubaneswar के Ward-05 में जलभराव हो रहा है।,hi,"waterlogging near Ward-05, Bhubaneswar after rain.",drainage,waterlogging,Bhubaneswar,Ward-05,2026-02-18 10:50:00,high,3,O009,Drainage,0.24,2,submitted
C0582,text,"waterlogging near Ward-15, Puri after rain.",en,"waterlogging near Ward-15, Puri after rain.",drainage,waterlogging,Puri,Ward-15,2026-03-05 14:32:00,medium,1,O041,Drainage,0.83,3,in_progress
C0583,video,Ward-05 इलाके में जलभराव की समस्या है।,hi,"waterlogging near Ward-05, Bhubaneswar after rain.",drainage,waterlogging,Bhubaneswar,Ward-05,2026-01-19 17:51:00,high,2,O009,Drainage,0.76,5,in_progress
C0584,text,"Citizens reported road signage missing in Ward-06, Puri.",en,"Citizens reported road signage missing in Ward-06, Puri.",transport,road signage missing,Puri,Ward-06,2026-03-08 09:43:00,medium,2,O048,Traffic & Transport,0.36,0,resolved
C0585,text,Ward-04 ଅଞ୍ଚଳରେ ଷ୍ଟ୍ରିଟ୍ ଲାଇଟ୍ ଖରାପ ପଛଲା 1 ଦିନ ଧରି ରହିଛି।,or,"street light failure reported in Ward-04, Sambalpur for 1 day.",electricity,street light failure,Sambalpur,Ward-04,2026-01-09 08:29:00,medium,3,O051,Electrical,0.93,2,in_progress
C0586,text,"Ward-02, Puri ରେ ଷ୍ଟ୍ରିଟ୍ ଲାଇଟ୍ ଖରାପ ଅଭିଯୋଗ ମିଳିଛି।",or,"street light failure reported in Ward-02, Puri for 2 days.",electricity,street light failure,Puri,Ward-02,2026-02-08 01:41:00,high,2,O036,Electrical,0.96,2,resolved
C0587,text,"There is stagnant water near residential area in Ward-20, Sambalpur.",en,"There is stagnant water near residential area in Ward-20, Sambalpur.",health,stagnant water,Sambalpur,Ward-20,2026-02-05 14:32:00,medium,3,O062,Public Health,0.88,1,in_progress
C0588,text,"pothole on main road of Ward-19, Bhubaneswar.",en,"pothole on main road of Ward-19, Bhubaneswar.",roads,pothole,Bhubaneswar,Ward-19,2026-02-04 09:54:00,medium,8,O007,Roads & Works,0.5,0,submitted
C0589,text,"Citizens reported traffic signal not working in Ward-04, Sambalpur.",en,"Citizens reported traffic signal not working in Ward-04, Sambalpur.",transport,traffic signal not working,Sambalpur,Ward-04,2026-01-18 08:25:00,high,2,O064,Traffic & Transport,0.45,4,submitted
C0590,audio,"sparking wire reported in Ward-11, Sambalpur for 3 days.",en,"sparking wire reported in Ward-11, Sambalpur for 3 days.",electricity,sparking wire,Sambalpur,Ward-11,2026-01-28 15:36:00,high,1,O052,Electrical,0.8,2,in_progress
C0591,text,"road damage on main road of Ward-04, Sambalpur.",en,"road damage on main road of Ward-04, Sambalpur.",roads,road damage,Sambalpur,Ward-04,2026-01-16 08:05:00,medium,9,O056,Roads & Works,0.41,3,resolved
C0592,text,"People are suffering due to blocked drain in Ward-09, Cuttack.",en,"People are suffering due to blocked drain in Ward-09, Cuttack.",drainage,blocked drain,Cuttack,Ward-09,2026-02-06 02:30:00,high,1,O026,Drainage,0.74,3,submitted
C0593,video,"Residents in Ward-20, Sambalpur are facing no water supply for 1 week.",en,"Residents in Ward-20, Sambalpur are facing no water supply for 1 week.",water,no water supply,Sambalpur,Ward-20,2026-03-12 14:46:00,medium,4,O049,Water Supply,0.77,3,resolved
C0594,text,"Public safety complaint: unsafe construction debris in Ward-04, Sambalpur.",en,"Public safety complaint: unsafe construction debris in Ward-04, Sambalpur.",public_safety,unsafe construction debris,Sambalpur,Ward-04,2026-02-24 11:28:00,medium,2,O060,Public Safety,0.28,1,submitted
C0595,text,"There is illegal dumping near residential area in Ward-09, Cuttack.",en,"There is illegal dumping near residential area in Ward-09, Cuttack.",health,illegal dumping,Cuttack,Ward-09,2026-01-02 17:19:00,low,6,O029,Public Health,0.84,3,in_progress
C0596,text,"There is illegal dumping near residential area in Ward-16, Sambalpur.",en,"There is illegal dumping near residential area in Ward-16, Sambalpur.",health,illegal dumping,Sambalpur,Ward-16,2026-02-09 11:27:00,medium,2,O062,Public Health,0.63,3,submitted
C0597,video,"People are suffering due to blocked drain in Ward-20, Sambalpur.",en,"People are suffering due to blocked drain in Ward-20, Sambalpur.",drainage,blocked drain,Sambalpur,Ward-20,2026-02-05 10:06:00,high,3,O057,Drainage,0.79,1,in_progress
C0598,text,"People are suffering due to waterlogging in Ward-12, Bhubaneswar.",en,"People are suffering due to waterlogging in Ward-12, Bhubaneswar.",drainage,waterlogging,Bhubaneswar,Ward-12,2026-01-11 22:22:00,medium,3,O009,Drainage,0.91,3,submitted
C0599,text,"Citizens reported broken divider near school in Ward-18, Puri.",en,"Citizens reported broken divider near school in Ward-18, Puri.",roads,broken divider,Puri,Ward-18,2026-01-21 22:00:00,medium,9,O040,Roads & Works,0.21,2,resolved
C0600,text,"Public safety complaint: unsafe construction debris in Ward-06, Puri.",en,"Public safety complaint: unsafe construction debris in Ward-06, Puri.",public_safety,unsafe construction debris,Puri,Ward-06,2026-03-10 17:59:00,low,6,O043,Public Safety,0.3,1,submitted
C0601,text,"Please address overflowing bin in Ward-15, Puri.",en,"Please address overflowing bin in Ward-15, Puri.",sanitation,overflowing bin,Puri,Ward-15,2026-02-03 18:53:00,low,5,O037,Sanitation,0.85,2,submitted
C0602,text,"Ward-12, Bhubaneswar में पाइपलाइन लीकेज की समस्या है।",hi,There is pipeline leakage near Ward-12 in Bhubaneswar since 3 days.,water,pipeline leakage,Bhubaneswar,Ward-12,2026-03-05 16:46:00,high,2,O001,Water Supply,0.69,1,submitted
C0603,audio,Ward-09 ଅଞ୍ଚଳରେ ଜଳ ଜମା ସମସ୍ୟା ହେଉଛି।,or,"waterlogging near Ward-09, Cuttack after rain.",drainage,waterlogging,Cuttack,Ward-09,2026-01-08 09:59:00,medium,4,O025,Drainage,0.22,1,submitted
C0604,text,"People in Ward-05, Bhubaneswar are facing transformer issue since 5 hours.",en,"People in Ward-05, Bhubaneswar are facing transformer issue since 5 hours.",electricity,transformer issue,Bhubaneswar,Ward-05,2026-03-13 20:13:00,high,2,O004,Electrical,0.58,0,in_progress
C0605,audio,"damaged footpath on main road of Ward-12, Bhubaneswar.",en,"damaged footpath on main road of Ward-12, Bhubaneswar.",roads,damaged footpath,Bhubaneswar,Ward-12,2026-01-26 19:00:00,low,7,O007,Roads & Works,0.64,0,submitted
C0606,text,"Public safety complaint: fallen tree in Ward-15, Puri.",en,"Public safety complaint: fallen tree in Ward-15, Puri.",public_safety,fallen tree,Puri,Ward-15,2026-02-16 01:01:00,medium,2,O043,Public Safety,0.79,2,submitted
C0607,video,"no water supply has affected houses around Ward-14, Cuttack.",en,"no water supply has affected houses around Ward-14, Cuttack.",water,no water supply,Cuttack,Ward-14,2026-01-18 08:05:00,medium,3,O017,Water Supply,0.63,3,submitted
C0608,text,"Need urgent repair for road damage in Ward-11, Sambalpur.",en,"Need urgent repair for road damage in Ward-11, Sambalpur.",roads,road damage,Sambalpur,Ward-11,2026-01-10 02:37:00,low,9,O056,Roads & Works,0.33,3,submitted
C0609,text,"Health-related complaint about illegal dumping in Ward-20, Sambalpur.",en,"Health-related complaint about illegal dumping in Ward-20, Sambalpur.",health,illegal dumping,Sambalpur,Ward-20,2026-01-31 10:23:00,high,1,O062,Public Health,0.55,5,submitted
C0610,text,"People are suffering due to sewer overflow in Ward-20, Sambalpur.",en,"People are suffering due to sewer overflow in Ward-20, Sambalpur.",drainage,sewer overflow,Sambalpur,Ward-20,2026-03-09 19:11:00,high,2,O058,Drainage,0.26,2,submitted
C0611,text,Ward-02 क्षेत्र में ट्रांसफॉर्मर खराब पिछले 2 घंटे से है।,hi,"transformer issue reported in Ward-02, Puri for 2 hours.",electricity,transformer issue,Puri,Ward-02,2026-02-18 18:50:00,medium,3,O035,Electrical,0.64,1,in_progress
C0612,text,Ward-19 इलाके में नाली जाम की समस्या है।,hi,"blocked drain near Ward-19, Bhubaneswar after rain.",drainage,blocked drain,Bhubaneswar,Ward-19,2026-03-11 17:20:00,medium,4,O010,Drainage,0.24,0,resolved
C0613,text,"Urgent: sparking wire near market area of Ward-04, Sambalpur.",en,"Urgent: sparking wire near market area of Ward-04, Sambalpur.",electricity,sparking wire,Sambalpur,Ward-04,2026-01-25 15:01:00,high,1,O052,Electrical,0.97,3,submitted
C0614,video,"pipeline leakage has affected houses around Ward-20, Sambalpur.",en,"pipeline leakage has affected houses around Ward-20, Sambalpur.",water,pipeline leakage,Sambalpur,Ward-20,2026-03-13 03:51:00,high,1,O050,Water Supply,0.43,2,submitted
C0615,audio,"Citizens reported traffic signal not working in Ward-18, Puri.",en,"Citizens reported traffic signal not working in Ward-18, Puri.",transport,traffic signal not working,Puri,Ward-18,2026-01-11 16:53:00,medium,5,O048,Traffic & Transport,0.28,0,submitted
C0616,text,"There is stagnant water near residential area in Ward-06, Puri.",en,"There is stagnant water near residential area in Ward-06, Puri.",health,stagnant water,Puri,Ward-06,2026-03-16 09:03:00,medium,2,O046,Public Health,0.29,1,submitted
C0617,audio,Sambalpur के Ward-07 में जलभराव हो रहा है।,hi,"waterlogging near Ward-07, Sambalpur after rain.",drainage,waterlogging,Sambalpur,Ward-07,2026-03-06 14:37:00,high,1,O058,Drainage,0.55,1,in_progress
C0618,text,"Complaint filed for manhole cover broken in Ward-11, Sambalpur since 2 hours.",en,"Complaint filed for manhole cover broken in Ward-11, Sambalpur since 2 hours.",drainage,manhole cover broken,Sambalpur,Ward-11,2026-01-08 09:22:00,high,3,O058,Drainage,0.71,1,in_progress
C0619,video,"Transport complaint: bus stop damage near bus stand in Ward-01, Bhubaneswar.",en,"Transport complaint: bus stop damage near bus stand in Ward-01, Bhubaneswar.",transport,bus stop damage,Bhubaneswar,Ward-01,2026-01-30 09:13:00,high,1,O016,Traffic & Transport,0.61,3,in_progress
C0620,text,"People in Ward-09, Cuttack are facing street light failure since 2 days.",en,"People in Ward-09, Cuttack are facing street light failure since 2 days.",electricity,street light failure,Cuttack,Ward-09,2026-01-17 08:04:00,low,6,O019,Electrical,0.33,0,submitted
C0621,text,"power outage reported in Ward-05, Bhubaneswar for 5 hours.",en,"power outage reported in Ward-05, Bhubaneswar for 5 hours.",electricity,power outage,Bhubaneswar,Ward-05,2026-01-31 08:16:00,high,2,O004,Electrical,0.27,1,submitted
C0622,text,"unsafe construction debris creating danger in Ward-04, Sambalpur.",en,"unsafe construction debris creating danger in Ward-04, Sambalpur.",public_safety,unsafe construction debris,Sambalpur,Ward-04,2026-01-17 21:18:00,high,2,O060,Public Safety,0.34,3,in_progress
C0623,text,There is pipeline leakage near Ward-05 in Bhubaneswar since 2 hours.,en,There is pipeline leakage near Ward-05 in Bhubaneswar since 2 hours.,water,pipeline leakage,Bhubaneswar,Ward-05,2026-01-06 22:34:00,high,2,O001,Water Supply,0.38,3,submitted
C0624,text,"Need urgent repair for damaged footpath in Ward-08, Bhubaneswar.",en,"Need urgent repair for damaged footpath in Ward-08, Bhubaneswar.",roads,damaged footpath,Bhubaneswar,Ward-08,2026-02-21 05:18:00,low,10,O008,Roads & Works,0.27,3,in_progress
C0625,text,"Complaint about garbage not collected near apartment block in Ward-14, Cuttack.",en,"Complaint about garbage not collected near apartment block in Ward-14, Cuttack.",sanitation,garbage not collected,Cuttack,Ward-14,2026-02-27 04:30:00,medium,2,O022,Sanitation,0.22,1,submitted
C0626,text,"fallen tree creating danger in Ward-12, Bhubaneswar.",en,"fallen tree creating danger in Ward-12, Bhubaneswar.",public_safety,fallen tree,Bhubaneswar,Ward-12,2026-01-26 03:53:00,medium,2,O011,Public Safety,0.59,0,submitted
C0627,video,"Citizens reported road signage missing in Ward-15, Puri.",en,"Citizens reported road signage missing in Ward-15, Puri.",transport,road signage missing,Puri,Ward-15,2026-03-12 23:22:00,medium,3,O048,Traffic & Transport,0.46,3,submitted
C0628,text,कूड़ादान भरा हुआ के कारण Ward-12 क्षेत्र में परेशानी है।,hi,"overflowing bin in Ward-12, Bhubaneswar for the last 5 hours.",sanitation,overflowing bin,Bhubaneswar,Ward-12,2026-02-19 14:47:00,medium,2,O005,Sanitation,0.36,3,in_progress
C0629,text,"bus stop damage at junction in Ward-18, Puri.",en,"bus stop damage at junction in Ward-18, Puri.",transport,bus stop damage,Puri,Ward-18,2026-01-24 21:19:00,medium,5,O048,Traffic & Transport,0.65,0,submitted
C0630,text,"Public safety complaint: fallen tree in Ward-11, Sambalpur.",en,"Public safety complaint: fallen tree in Ward-11, Sambalpur.",public_safety,fallen tree,Sambalpur,Ward-11,2026-02-14 23:18:00,low,6,O059,Public Safety,0.72,2,submitted
C0631,text,There is pipeline leakage near Ward-15 in Puri since 1 day.,en,There is pipeline leakage near Ward-15 in Puri since 1 day.,water,pipeline leakage,Puri,Ward-15,2026-02-12 00:19:00,low,3,O033,Water Supply,0.47,1,submitted
C0632,text,"waterlogging near Ward-18, Puri after rain.",en,"waterlogging near Ward-18, Puri after rain.",drainage,waterlogging,Puri,Ward-18,2026-01-08 05:18:00,high,2,O041,Drainage,0.57,3,submitted
C0633,text,"sewer overflow near Ward-08, Bhubaneswar after rain.",en,"sewer overflow near Ward-08, Bhubaneswar after rain.",drainage,sewer overflow,Bhubaneswar,Ward-08,2026-01-13 05:43:00,medium,6,O010,Drainage,0.31,2,submitted
C0634,text,"Citizens reported bus stop damage in Ward-18, Puri.",en,"Citizens reported bus stop damage in Ward-18, Puri.",transport,bus stop damage,Puri,Ward-18,2026-02-28 19:45:00,high,2,O048,Traffic & Transport,0.48,3,in_progress
C0635,text,रुका हुआ पानी के कारण स्वास्थ्य जोखिम है।,hi,"stagnant water observed in Ward-01, Bhubaneswar.",health,stagnant water,Bhubaneswar,Ward-01,2026-02-23 07:34:00,low,5,O014,Public Health,0.79,3,in_progress
C0636,text,"Citizens reported traffic signal not working in Ward-04, Sambalpur.",en,"Citizens reported traffic signal not working in Ward-04, Sambalpur.",transport,traffic signal not working,Sambalpur,Ward-04,2026-02-21 01:06:00,low,6,O063,Traffic & Transport,0.58,0,submitted
C0637,text,"Ward-19, Bhubaneswar में सड़क खराब की मरम्मत चाहिए।",hi,"road damage on main road of Ward-19, Bhubaneswar.",roads,road damage,Bhubaneswar,Ward-19,2026-02-27 23:40:00,low,7,O007,Roads & Works,0.69,0,resolved
C0638,text,"People in Ward-03, Cuttack are facing power outage since 3 days.",en,"People in Ward-03, Cuttack are facing power outage since 3 days.",electricity,power outage,Cuttack,Ward-03,2026-01-18 18:06:00,low,4,O019,Electrical,0.85,0,resolved
C0639,text,"Health-related complaint about stagnant water in Ward-15, Puri.",en,"Health-related complaint about stagnant water in Ward-15, Puri.",health,stagnant water,Puri,Ward-15,2026-02-07 05:09:00,high,3,O046,Public Health,0.34,2,submitted
C0640,text,"Citizens reported road signage missing in Ward-21, Cuttack.",en,"Citizens reported road signage missing in Ward-21, Cuttack.",transport,road signage missing,Cuttack,Ward-21,2026-02-27 07:17:00,high,2,O032,Traffic & Transport,0.74,3,resolved
C0641,audio,"Residents in Ward-14, Cuttack are facing contaminated water for 3 days.",en,"Residents in Ward-14, Cuttack are facing contaminated water for 3 days.",water,contaminated water,Cuttack,Ward-14,2026-02-25 09:41:00,medium,2,O018,Water Supply,0.55,3,resolved
C0642,text,"Citizens reported traffic signal not working in Ward-11, Sambalpur.",en,"Citizens reported traffic signal not working in Ward-11, Sambalpur.",transport,traffic signal not working,Sambalpur,Ward-11,2026-03-02 14:33:00,medium,4,O063,Traffic & Transport,0.25,2,in_progress
C0643,text,ରୋଡ୍ ସାଇନ୍ ନାହିଁ ଯୋଗୁଁ ଯାତାୟାତ ପ୍ରଭାବିତ ହେଉଛି।,or,"road signage missing at junction in Ward-06, Puri.",transport,road signage missing,Puri,Ward-06,2026-02-25 09:30:00,medium,2,O048,Traffic & Transport,0.67,2,submitted
C0644,text,"Public safety complaint: unsafe construction debris in Ward-18, Puri.",en,"Public safety complaint: unsafe construction debris in Ward-18, Puri.",public_safety,unsafe construction debris,Puri,Ward-18,2026-01-10 09:31:00,high,1,O043,Public Safety,0.45,1,submitted
C0645,audio,"Health-related complaint about mosquito breeding in Ward-21, Cuttack.",en,"Health-related complaint about mosquito breeding in Ward-21, Cuttack.",health,mosquito breeding,Cuttack,Ward-21,2026-03-07 11:23:00,high,2,O029,Public Health,0.86,3,submitted
C0646,text,"Health-related complaint about stagnant water in Ward-07, Sambalpur.",en,"Health-related complaint about stagnant water in Ward-07, Sambalpur.",health,stagnant water,Sambalpur,Ward-07,2026-01-15 03:27:00,medium,2,O062,Public Health,0.27,0,submitted
C0647,text,Ward-14 इलाके में गंदा पानी पिछले 3 दिन से है।,hi,There is contaminated water near Ward-14 in Cuttack since 3 days.,water,contaminated water,Cuttack,Ward-14,2026-02-28 13:46:00,low,4,O018,Water Supply,0.85,3,in_progress
C0648,text,"Complaint about unclean public toilet near apartment block in Ward-02, Puri.",en,"Complaint about unclean public toilet near apartment block in Ward-02, Puri.",sanitation,unclean public toilet,Puri,Ward-02,2026-03-09 02:33:00,medium,3,O037,Sanitation,0.29,2,submitted
C0649,text,"Complaint filed for sewer overflow in Ward-15, Puri since 5 hours.",en,"Complaint filed for sewer overflow in Ward-15, Puri since 5 hours.",drainage,sewer overflow,Puri,Ward-15,2026-03-15 03:33:00,low,8,O041,Drainage,0.44,0,in_progress
C0650,text,"Residents in Ward-02, Puri are facing low pressure for 1 day.",en,"Residents in Ward-02, Puri are facing low pressure for 1 day.",water,low pressure,Puri,Ward-02,2026-01-18 18:35:00,high,1,O033,Water Supply,0.92,0,submitted
C0651,text,There is pipeline leakage near Ward-08 in Bhubaneswar since 3 days.,en,There is pipeline leakage near Ward-08 in Bhubaneswar since 3 days.,water,pipeline leakage,Bhubaneswar,Ward-08,2026-01-24 10:46:00,medium,5,O001,Water Supply,0.23,2,submitted
C0652,text,"pothole on main road of Ward-02, Puri.",en,"pothole on main road of Ward-02, Puri.",roads,pothole,Puri,Ward-02,2026-02-28 16:47:00,medium,9,O040,Roads & Works,0.58,3,in_progress
C0653,text,"stagnant water observed in Ward-20, Sambalpur.",en,"stagnant water observed in Ward-20, Sambalpur.",health,stagnant water,Sambalpur,Ward-20,2026-02-07 14:58:00,high,1,O062,Public Health,0.38,1,submitted
C0654,text,"Residents in Ward-05, Bhubaneswar are facing pipeline leakage for 2 hours.",en,"Residents in Ward-05, Bhubaneswar are facing pipeline leakage for 2 hours.",water,pipeline leakage,Bhubaneswar,Ward-05,2026-01-31 04:38:00,high,1,O001,Water Supply,0.98,3,in_progress
C0655,text,"People in Ward-01, Bhubaneswar are facing transformer issue since 5 hours.",en,"People in Ward-01, Bhubaneswar are facing transformer issue since 5 hours.",electricity,transformer issue,Bhubaneswar,Ward-01,2026-02-08 04:45:00,medium,2,O004,Electrical,0.81,1,in_progress
C0656,text,"Public safety complaint: fallen tree in Ward-18, Puri.",en,"Public safety complaint: fallen tree in Ward-18, Puri.",public_safety,fallen tree,Puri,Ward-18,2026-01-13 00:53:00,low,4,O044,Public Safety,0.44,0,submitted
C0657,text,Ward-09 इलाके में गंदा पानी पिछले 2 दिन से है।,hi,There is contaminated water near Ward-09 in Cuttack since 2 days.,water,contaminated water,Cuttack,Ward-09,2026-01-24 09:17:00,low,6,O017,Water Supply,0.85,2,resolved
C0658,text,"Citizens reported illegal parking in Ward-04, Sambalpur.",en,"Citizens reported illegal parking in Ward-04, Sambalpur.",transport,illegal parking,Sambalpur,Ward-04,2026-01-17 01:42:00,high,2,O063,Traffic & Transport,0.24,2,resolved
C0659,text,Ward-18 ଅଞ୍ଚଳରେ ଜଳ ଜମା ସମସ୍ୟା ହେଉଛି।,or,"waterlogging near Ward-18, Puri after rain.",drainage,waterlogging,Puri,Ward-18,2026-03-05 02:48:00,high,2,O042,Drainage,0.63,3,resolved
C0660,text,"Health-related complaint about illegal dumping in Ward-20, Sambalpur.",en,"Health-related complaint about illegal dumping in Ward-20, Sambalpur.",health,illegal dumping,Sambalpur,Ward-20,2026-01-02 15:17:00,medium,3,O061,Public Health,0.27,2,submitted
C0661,text,"low pressure has affected houses around Ward-20, Sambalpur.",en,"low pressure has affected houses around Ward-20, Sambalpur.",water,low pressure,Sambalpur,Ward-20,2026-02-26 17:20:00,medium,1,O049,Water Supply,0.55,0,in_progress
C0662,text,"Citizens reported bus stop damage in Ward-18, Puri.",en,"Citizens reported bus stop damage in Ward-18, Puri.",transport,bus stop damage,Puri,Ward-18,2026-02-22 09:35:00,medium,4,O047,Traffic & Transport,0.54,2,submitted
C0663,audio,"overflowing bin in Ward-07, Sambalpur for the last 3 days.",en,"overflowing bin in Ward-07, Sambalpur for the last 3 days.",sanitation,overflowing bin,Sambalpur,Ward-07,2026-02-26 04:02:00,low,3,O053,Sanitation,0.6,2,submitted
C0664,text,"Residents in Ward-14, Cuttack are facing low pressure for 1 week.",en,"Residents in Ward-14, Cuttack are facing low pressure for 1 week.",water,low pressure,Cuttack,Ward-14,2026-03-03 15:02:00,low,7,O018,Water Supply,0.47,3,submitted
C0665,text,"Ward-05, Bhubaneswar में टूटा डिवाइडर की मरम्मत चाहिए।",hi,"broken divider on main road of Ward-05, Bhubaneswar.",roads,broken divider,Bhubaneswar,Ward-05,2026-03-17 01:18:00,low,6,O008,Roads & Works,0.45,2,resolved
C0666,text,"Transport complaint: traffic signal not working near bus stand in Ward-10, Puri.",en,"Transport complaint: traffic signal not working near bus stand in Ward-10, Puri.",transport,traffic signal not working,Puri,Ward-10,2026-01-03 12:06:00,high,3,O047,Traffic & Transport,0.83,2,resolved
C0667,text,Ward-07 ଅଞ୍ଚଳରେ ଦୁଷିତ ପାଣି ପଛଲା 1 ସପ୍ତାହ ଧରି ଚାଲିଛି।,or,There is contaminated water near Ward-07 in Sambalpur since 1 week.,water,contaminated water,Sambalpur,Ward-07,2026-02-19 08:40:00,high,1,O049,Water Supply,0.77,5,in_progress
C0668,text,"Citizens reported road signage missing in Ward-11, Sambalpur.",en,"Citizens reported road signage missing in Ward-11, Sambalpur.",transport,road signage missing,Sambalpur,Ward-11,2026-01-22 01:51:00,high,2,O063,Traffic & Transport,0.56,0,in_progress
C0669,text,"There is mosquito breeding near residential area in Ward-11, Sambalpur.",en,"There is mosquito breeding near residential area in Ward-11, Sambalpur.",health,mosquito breeding,Sambalpur,Ward-11,2026-02-08 15:50:00,medium,5,O062,Public Health,0.64,2,resolved
C0670,text,"Ward-27, Cuttack में रुका हुआ पानी की शिकायत है।",hi,"stagnant water observed in Ward-27, Cuttack.",health,stagnant water,Cuttack,Ward-27,2026-02-05 04:26:00,low,5,O030,Public Health,0.59,2,resolved
